"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","key_press","response","button_pressed","reward_s01","reward_s02","feedback01","feedback02","listcross"
"html-keyboard-response","421","1222670","0.0-71.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","422","1223669","0.0-71.0-0.1","","996.1900000015739","","","","4","0","-300","300","-300","9"
"html-keyboard-response","423","1228173","0.0-71.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥300</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-300</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","424","1229188","0.0-71.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-300</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","425","1233389","0.0-71.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","426","1235391","0.0-72.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","427","1236984","0.0-72.0-1.0","","1592.7749999992084","<p>今どれくらい楽しいかを教えてください</p>","","30","","","","","",""
"html-keyboard-response","428","1241186","0.0-72.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","429","1242213","0.0-73.0-0.0","","1026.8599999998696","","","","4","0","-10","10","-10","4"
"html-keyboard-response","430","1246716","0.0-73.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥10</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-10</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","431","1247720","0.0-73.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-10</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","432","1253320","0.0-73.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","433","1254288","0.0-73.0-0.1","","965.4900000004563","","","","4","40","67.2","67.2","0","6"
"html-keyboard-response","434","1258791","0.0-73.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥67.2</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","435","1259792","0.0-73.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥67.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","436","1266093","0.0-73.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","437","1267099","0.0-73.0-0.2","","1003.9099999994505","","","","4","20","0","72","0","5"
"html-keyboard-response","438","1271602","0.0-73.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥72</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","439","1272603","0.0-73.0-2.2","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","440","1277505","0.0-73.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","441","1279505","0.0-74.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","442","1281457","0.0-74.0-1.0","","1951.7799999993294","<p>今どれくらい楽しいかを教えてください</p>","","78","","","","","",""
"html-keyboard-response","443","1283567","0.0-74.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","444","1285879","0.0-75.0-0.0","","2309.165000000503","","","","4","0","165","165","-165","7"
"html-keyboard-response","445","1290381","0.0-75.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥165</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-165</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","446","1291382","0.0-75.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥165</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","447","1293484","0.0-75.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","448","1294765","0.0-75.0-0.1","","1278.7150000003166","","","","1","-60","-216","0","-216","3"
"html-keyboard-response","449","1299267","0.0-75.0-1.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","450","1300269","0.0-75.0-2.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","451","1303769","0.0-75.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","452","1305770","0.0-76.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","453","1307974","0.0-76.0-1.0","","2204.0249999989755","<p>今どれくらい楽しいかを教えてください</p>","","77","","","","","",""
"html-keyboard-response","454","1310776","0.0-76.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","455","1313049","0.0-77.0-0.0","","2270.85500000068","","","","1","-20","0","0","-63.2","6"
"html-keyboard-response","456","1317554","0.0-77.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","457","1318556","0.0-77.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","458","1321357","0.0-77.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","459","1322589","0.0-77.0-0.1","","1230.2700000000186","","","","4","0","-24","24","-24","10"
"html-keyboard-response","460","1327092","0.0-77.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥24</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-24</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","461","1328097","0.0-77.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-24</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","462","1334406","0.0-77.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","463","1336421","0.0-78.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","464","1338514","0.0-78.0-1.0","","2092.3700000003446","<p>今どれくらい楽しいかを教えてください</p>","","83","","","","","",""
"html-keyboard-response","465","1341315","0.0-78.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","466","1342442","0.0-79.0-0.0","","1125.3749999995343","","","","4","0","-99","99","-99","10"
"html-keyboard-response","467","1346945","0.0-79.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥99</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-99</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","468","1347952","0.0-79.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-99</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","469","1352163","0.0-79.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","470","1353274","0.0-79.0-0.1","","1109.3950000011828","","","","4","0","-132","132","-132","4"
"html-keyboard-response","471","1357777","0.0-79.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥132</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-132</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","472","1358785","0.0-79.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-132</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","473","1364389","0.0-79.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","474","1366391","0.0-80.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","475","1368049","0.0-80.0-1.0","","1657.2950000008568","<p>今どれくらい楽しいかを教えてください</p>","","82","","","","","",""
"html-keyboard-response","476","1372950","0.0-80.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","477","1373641","0.0-81.0-0.0","","689.420000000624","","","","4","60","0","300","0","6"
"html-keyboard-response","478","1378158","0.0-81.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥300</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","479","1379160","0.0-81.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","480","1384071","0.0-81.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","481","1385601","0.0-81.0-0.1","","1527.2949999999255","","","","4","-20","-44","0","-44","9"
"html-keyboard-response","482","1390106","0.0-81.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-44</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","483","1391112","0.0-81.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-44</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","484","1394613","0.0-81.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","485","1396616","0.0-82.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","486","1397308","0.0-82.0-1.0","","692.2450000001118","<p>今どれくらい楽しいかを教えてください</p>","","50","","","","","",""
"html-keyboard-response","487","1402218","0.0-82.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","488","1403114","0.0-83.0-0.0","","893.8299999989104","","","","4","40","0","126.4","0","7"
"html-keyboard-response","489","1407618","0.0-83.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥126.4</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","490","1408625","0.0-83.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","491","1414937","0.0-83.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","492","1416834","0.0-83.0-0.1","","1891.7649999985006","","","","4","0","44","44","-44","9"
"html-keyboard-response","493","1421349","0.0-83.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥44</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-44</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","494","1422363","0.0-83.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥44</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","495","1427264","0.0-83.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","496","1428137","0.0-83.0-0.2","","870.7799999993294","","","","4","0","-15.6","15.6","-15.6","7"
"html-keyboard-response","497","1432639","0.0-83.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥15.6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-15.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","498","1433640","0.0-83.0-2.2","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-15.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","499","1436442","0.0-83.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","500","1438444","0.0-84.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","501","1440329","0.0-84.0-1.0","","1885.0650000004098","<p>今どれくらい楽しいかを教えてください</p>","","79","","","","","",""
"html-keyboard-response","502","1443130","0.0-84.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","503","1445120","0.0-85.0-0.0","","1987.7049999996088","","","","4","-50","0","0","-124","3"
"html-keyboard-response","504","1449628","0.0-85.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-124</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","505","1450638","0.0-85.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","506","1453444","0.0-85.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","507","1454459","0.0-85.0-0.1","","1013.0799999989104","","","","4","50","158","158","0","6"
"html-keyboard-response","508","1458973","0.0-85.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥158</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","509","1459979","0.0-85.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥158</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","510","1465592","0.0-85.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","511","1467600","0.0-86.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","512","1469179","0.0-86.0-1.0","","1578.52000000095","<p>今どれくらい楽しいかを教えてください</p>","","87","","","","","",""
"html-keyboard-response","513","1474081","0.0-86.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","514","1475416","0.0-87.0-0.0","","1331.9450000000652","","","","1","-60","0","0","-132","3"
"html-keyboard-response","515","1479917","0.0-87.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","516","1480923","0.0-87.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","517","1485132","0.0-87.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","518","1486765","0.0-87.0-0.1","","1630.2749999994412","","","","4","0","-75","75","-75","3"
"html-keyboard-response","519","1491267","0.0-87.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥75</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-75</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","520","1492275","0.0-87.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-75</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","521","1497176","0.0-87.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","522","1499177","0.0-88.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","523","1501836","0.0-88.0-1.0","","2658.805000000866","<p>今どれくらい楽しいかを教えてください</p>","","86","","","","","",""
"html-keyboard-response","524","1503950","0.0-88.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","525","1505098","0.0-89.0-0.0","","1145.1950000009965","","","","4","40","72.8","72.8","0","5"
"html-keyboard-response","526","1509603","0.0-89.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥72.8</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","527","1510608","0.0-89.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥72.8</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","528","1515510","0.0-89.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","529","1516826","0.0-89.0-0.1","","1313.3600000001024","","","","4","-30","-126","0","-126","4"
"html-keyboard-response","530","1521328","0.0-89.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-126</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","531","1522344","0.0-89.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-126</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","532","1525145","0.0-89.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","533","1527147","0.0-90.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","534","1529141","0.0-90.0-1.0","","1993.3199999995995","<p>今どれくらい楽しいかを教えてください</p>","","90","","","","","",""
"html-keyboard-response","535","1533342","0.0-90.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","536","1535098","0.0-91.0-0.0","","1753.380000000121","","","","4","-40","-168","0","-168","3"
"html-keyboard-response","537","1539608","0.0-91.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-168</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","538","1540609","0.0-91.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-168</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","539","1543421","0.0-91.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","540","1544511","0.0-91.0-0.1","","1087.2350000010338","","","","4","0","180","180","-180","5"
"html-keyboard-response","541","1549020","0.0-91.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥180</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-180</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","542","1550024","0.0-91.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥180</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","543","1552827","0.0-91.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","544","1554827","0.0-92.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","545","1556802","0.0-92.0-1.0","","1973.8649999999907","<p>今どれくらい楽しいかを教えてください</p>","","87","","","","","",""
"html-keyboard-response","546","1560315","0.0-92.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","547","1561768","0.0-93.0-0.0","","1451.1000000000931","","","","1","-50","-210","0","-210","7"
"html-keyboard-response","548","1566276","0.0-93.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","549","1567289","0.0-93.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","550","1570805","0.0-93.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","551","1571726","0.0-93.0-0.1","","918.9200000001583","","","","4","0","-45","45","-45","4"
